pair_id,ref_path,wide_path,gt_x,gt_y,style,regime,pitch_nm,rotation_deg,landmark,landmark_size_nm,landmark_wide_px,difficulty,size_over_res,coarse_period_nm,n_instances,ler_3sigma_nm,ler_xi_nm,wide_res_nm,placement,ref_blur_nm,wide_blur_nm,ref_dose,wide_dose,wide_charging,ref_drift_nm,wide_drift_nm,ref_vib_nm,wide_vib_nm,render_mode,seed
03010727,images/03010727_ref.png,images/03010727_wide.png,531.3512,500.2553,finfet,resolved,212.685,3.0889,plus,400.0,40.0,normal,17.205,1046.3,225,3.62,11.57,23.25,stage_prior_periodic,1.49,8.913,38.430477622838524,8.277836418268395,0.245,0.36,13.06,0.89,4.08,physical,3010727
03010728,images/03010728_ref.png,images/03010728_wide.png,349.9111,526.2896,finfet,resolved,232.855,3.1439,pad,400.0,40.0,normal,11.708,3892.1,25,3.35,11.85,34.17,stage_prior_periodic,0.911,13.872,52.54691211407734,12.373557816942247,0.291,0.3,13.55,0.21,7.8,physical,3010728
03010729,images/03010729_ref.png,images/03010729_wide.png,508.3105,533.6836,dram,coarse,52.592,1.2427,pad,257.68,25.77,normal,9.254,2809.1,49,3.51,10.43,27.84,stage_prior_periodic,1.412,11.035,46.31945115758609,4.801492108843376,0.741,1.35,12.0,0.09,6.69,physical,3010729
03010730,images/03010730_ref.png,images/03010730_wide.png,552.238,500.909,dram,resolved,244.089,4.9824,plus,47.44,4.74,below_floor,2.418,3098.4,49,2.28,10.91,19.62,stage_prior_periodic,1.129,7.169,33.048814339084494,5.097204368315093,2.623,3.28,11.49,0.91,1.52,physical,3010730
03010731,images/03010731_ref.png,images/03010731_wide.png,477.7624,516.2699,dram,resolved,234.962,3.4935,plus,392.83,39.28,normal,8.211,0.0,1,2.98,9.7,47.84,stage_prior,0.917,19.866,26.412272362253127,2.0666873520568836,1.586,2.01,8.97,1.42,5.45,physical,3010731
03010732,images/03010732_ref.png,images/03010732_wide.png,468.6627,488.9094,dram,resolved,92.791,2.4076,plus,400.0,40.0,normal,9.265,1435.2,121,3.19,11.42,43.17,stage_prior_periodic,1.097,17.834,47.5943127678498,18.731078748070345,2.668,1.18,13.49,0.38,6.26,physical,3010732
03010733,images/03010733_ref.png,images/03010733_wide.png,235.2662,594.5503,dram,resolved,167.113,1.991,pad,331.52,33.15,normal,8.596,0.0,1,2.5,11.69,38.57,stage_prior,0.995,15.817,40.95628475834017,4.442129917338907,2.261,0.09,4.74,0.48,2.43,physical,3010733
03010734,images/03010734_ref.png,images/03010734_wide.png,770.0728,727.487,dram,aliased,26.832,2.1038,pad,400.0,40.0,normal,12.303,0.0,1,2.9,9.68,32.51,uniform,0.893,13.136,29.70266451447838,5.98451559310295,1.962,1.67,5.13,1.26,0.8,physical,3010734
03010735,images/03010735_ref.png,images/03010735_wide.png,508.2362,535.8283,finfet,aliased,27.499,3.7591,pad,296.29,29.63,hard,7.672,0.0,1,2.0,9.44,38.62,stage_prior,1.585,15.84,26.786015583609146,1.7897606542145474,0.0,2.56,8.83,0.86,4.55,physical,3010735
03010736,images/03010736_ref.png,images/03010736_wide.png,469.2954,379.3916,finfet,aliased,36.703,4.4107,pad,229.62,22.96,normal,10.939,0.0,1,3.55,9.37,20.99,stage_prior,1.422,7.837,36.94737138381031,4.031209208094905,1.721,1.62,3.94,1.11,5.66,physical,3010736
03010737,images/03010737_ref.png,images/03010737_wide.png,335.8221,592.3999,dram,resolved,267.121,4.4277,plus,147.09,14.71,hard,7.653,0.0,1,2.86,12.43,19.22,stage_prior,1.323,6.969,39.68626386407957,12.223517101285564,2.281,3.12,9.09,0.67,0.98,physical,3010737
03010738,images/03010738_ref.png,images/03010738_wide.png,429.5751,536.3531,finfet,resolved,94.814,0.4354,pad,400.0,40.0,normal,10.787,0.0,1,2.83,9.2,37.08,stage_prior,0.887,15.162,42.98128835868769,2.8055445121351696,1.442,3.18,3.89,0.07,1.72,physical,3010738
03010739,images/03010739_ref.png,images/03010739_wide.png,733.4263,188.6783,finfet,resolved,224.089,4.9128,plus,372.1,37.21,normal,15.822,0.0,1,3.86,12.2,23.52,uniform,1.415,9.038,25.64411200917074,9.487107757248861,3.189,2.54,0.99,1.36,1.15,physical,3010739
03010740,images/03010740_ref.png,images/03010740_wide.png,685.6166,476.323,finfet,resolved,236.667,1.0926,pad,353.55,35.35,normal,10.708,0.0,1,2.4,12.39,33.02,stage_prior,0.836,13.361,27.294617671231755,7.818321931411772,0.0,3.79,5.12,1.44,4.84,physical,3010740
03010741,images/03010741_ref.png,images/03010741_wide.png,558.2977,494.5801,dram,aliased,29.03,0.5931,pad,112.89,11.29,below_floor,2.464,1447.0,121,2.4,12.13,45.81,stage_prior_periodic,1.023,18.982,27.192425714781212,3.907334410670084,2.955,1.01,6.1,0.32,7.36,physical,3010741
03010742,images/03010742_ref.png,images/03010742_wide.png,514.1029,468.691,dram,resolved,176.705,4.3254,pad,344.15,34.42,normal,17.794,1724.9,121,2.27,12.95,19.34,stage_prior_periodic,1.274,7.03,47.21561462030269,6.263832149279053,1.948,3.39,2.41,1.27,6.44,physical,3010742
03010743,images/03010743_ref.png,images/03010743_wide.png,587.2465,730.2901,dram,resolved,137.29,2.0292,pad,271.29,27.13,normal,12.443,0.0,1,2.17,12.26,21.8,stage_prior,0.861,8.227,26.42781787494739,1.7015080069906394,1.699,3.74,5.81,0.23,6.41,physical,3010743
03010744,images/03010744_ref.png,images/03010744_wide.png,548.6892,645.257,finfet,resolved,105.829,2.9082,plus,400.0,40.0,normal,15.777,3736.8,25,3.78,10.38,25.35,stage_prior_periodic,1.424,9.893,57.97330433152529,13.171845215106794,0.0,3.74,7.51,1.33,1.48,physical,3010744
03010745,images/03010745_ref.png,images/03010745_wide.png,508.0549,500.3151,dram,coarse,64.862,2.5616,plus,237.54,23.75,hard,5.802,1048.5,225,2.01,7.26,40.94,stage_prior_periodic,1.3,16.858,33.512285590412276,3.038728602679239,0.342,0.94,8.74,0.8,6.6,physical,3010745
03010746,images/03010746_ref.png,images/03010746_wide.png,552.9793,469.3273,dram,resolved,88.104,2.3047,plus,249.99,25.0,hard,6.027,3095.1,49,1.95,7.62,41.48,stage_prior_periodic,1.114,17.093,37.48221238155148,2.542301368405345,0.0,0.61,6.78,0.96,6.41,physical,3010746
03010747,images/03010747_ref.png,images/03010747_wide.png,499.2857,475.9462,finfet,resolved,125.782,3.8812,plus,381.46,38.15,normal,16.039,0.0,1,2.34,10.62,23.78,stage_prior,1.387,9.163,49.15228135521502,3.944898065665462,0.793,3.86,12.68,0.69,1.69,physical,3010747
03010748,images/03010748_ref.png,images/03010748_wide.png,421.4969,481.5485,dram,resolved,155.741,3.6461,pad,209.43,20.94,hard,7.145,0.0,1,3.79,10.18,29.31,uniform,1.111,11.699,47.9123174142095,3.0709330819628744,0.0,2.79,13.29,0.32,4.39,physical,3010748
03010749,images/03010749_ref.png,images/03010749_wide.png,483.7902,480.1652,finfet,resolved,288.22,4.3789,plus,274.98,27.5,normal,17.778,1138.0,225,3.46,9.12,15.47,stage_prior_periodic,1.026,5.011,45.08775322424661,6.45347026287959,0.0,1.7,10.73,0.11,6.53,physical,3010749
03010750,images/03010750_ref.png,images/03010750_wide.png,512.684,492.4347,finfet,resolved,109.693,3.5454,plus,400.0,40.0,normal,9.818,2211.7,81,3.5,10.07,40.74,stage_prior_periodic,1.186,16.771,54.92832088928586,14.403690163971945,2.059,1.96,9.9,0.38,6.56,physical,3010750
03010751,images/03010751_ref.png,images/03010751_wide.png,898.2324,714.6254,finfet,aliased,34.527,4.7972,pad,400.0,40.0,normal,12.827,0.0,1,3.12,10.59,31.18,uniform,0.871,12.543,56.21043860670308,4.993407641648908,0.0,1.62,1.68,0.17,5.69,physical,3010751
03010752,images/03010752_ref.png,images/03010752_wide.png,516.3358,451.1796,dram,resolved,84.066,0.686,pad,135.57,13.56,normal,8.934,1831.0,81,3.48,10.64,15.18,stage_prior_periodic,0.948,4.847,41.014589256348934,3.2099256518759245,0.0,1.91,11.14,0.58,6.93,physical,3010752
03010753,images/03010753_ref.png,images/03010753_wide.png,292.4261,349.8577,dram,coarse,57.791,0.0971,plus,400.0,40.0,normal,12.355,0.0,1,3.87,10.86,32.38,stage_prior,0.877,13.075,38.959141699256136,4.783075864707824,0.8,3.18,8.37,1.39,0.37,physical,3010753
03010754,images/03010754_ref.png,images/03010754_wide.png,546.4287,474.9806,finfet,coarse,56.385,2.5753,pad,119.24,11.92,hard,6.337,1520.4,121,2.21,7.9,18.82,stage_prior_periodic,1.302,6.769,38.495308783651616,3.191824003443135,0.658,2.42,8.58,0.08,4.01,physical,3010754
03010755,images/03010755_ref.png,images/03010755_wide.png,650.0327,668.3545,dram,aliased,25.922,2.1454,plus,95.91,9.59,hard,5.466,0.0,1,2.97,9.88,17.55,stage_prior,0.874,6.122,35.71948211531574,12.035696102918145,0.484,0.94,3.41,0.5,7.64,physical,3010755
03010756,images/03010756_ref.png,images/03010756_wide.png,551.6339,305.6408,dram,resolved,172.253,0.719,plus,400.0,40.0,normal,8.586,0.0,1,2.15,9.68,46.59,stage_prior,0.809,19.322,56.18467920730733,4.537207429638979,0.0,3.24,1.68,1.18,0.29,physical,3010756
03010757,images/03010757_ref.png,images/03010757_wide.png,463.3193,479.3921,dram,resolved,195.296,1.7195,pad,183.31,18.33,hard,7.366,2134.1,81,2.21,9.15,24.89,stage_prior_periodic,1.009,9.677,30.602532771932164,4.694921460637178,0.0,0.41,12.27,1.2,2.89,physical,3010757
03010758,images/03010758_ref.png,images/03010758_wide.png,531.3731,384.5145,dram,resolved,139.473,2.4025,pad,144.05,14.4,hard,7.215,0.0,1,3.14,11.63,19.97,uniform,1.071,7.338,38.738469644142576,2.9513329963174693,1.823,3.52,6.19,1.04,6.79,physical,3010758
03010759,images/03010759_ref.png,images/03010759_wide.png,390.623,551.7749,finfet,aliased,27.313,0.869,plus,400.0,40.0,normal,11.056,0.0,1,2.48,11.43,36.18,uniform,1.494,14.764,59.10108358742347,13.200096104926551,2.589,3.96,13.43,0.84,3.3,physical,3010759
03010760,images/03010760_ref.png,images/03010760_wide.png,422.208,509.4593,dram,coarse,54.192,0.7435,plus,400.0,40.0,normal,8.278,0.0,1,3.71,9.23,48.32,stage_prior,1.276,20.075,51.31814584722568,3.634705593464843,2.489,0.71,0.19,1.29,3.67,physical,3010760
03010761,images/03010761_ref.png,images/03010761_wide.png,430.2553,855.8583,finfet,coarse,50.005,3.8864,pad,174.35,17.44,normal,11.903,0.0,1,3.74,8.81,14.65,uniform,1.217,4.545,43.955642398615986,3.6600230780917737,0.0,0.23,2.3,0.88,3.89,physical,3010761
03010762,images/03010762_ref.png,images/03010762_wide.png,533.7507,433.5246,dram,resolved,142.718,2.6009,plus,400.0,40.0,normal,10.804,3692.2,25,2.61,11.88,37.02,stage_prior_periodic,1.239,15.137,41.225222566665195,3.3684317746123846,3.317,2.03,12.8,0.08,7.29,physical,3010762
03010763,images/03010763_ref.png,images/03010763_wide.png,559.2009,531.6978,dram,resolved,258.601,0.9863,plus,377.22,37.72,normal,13.942,2123.6,81,2.45,11.45,27.06,stage_prior_periodic,0.908,10.675,53.56000979087841,4.429272627835996,2.337,0.52,7.59,0.26,2.65,physical,3010763
03010764,images/03010764_ref.png,images/03010764_wide.png,565.3463,592.2047,finfet,coarse,61.114,2.7664,plus,328.12,32.81,normal,8.51,2540.3,49,1.93,9.48,38.56,stage_prior_periodic,0.992,15.813,27.861096239250294,2.485336070642951,0.0,3.56,10.48,0.83,4.25,physical,3010764
03010765,images/03010765_ref.png,images/03010765_wide.png,503.2587,518.0993,finfet,resolved,180.221,4.9235,plus,390.0,39.0,normal,18.373,1014.8,225,1.88,8.47,21.23,stage_prior_periodic,1.127,7.951,56.45779817933665,7.21400717214128,0.0,3.37,8.83,0.41,6.15,physical,3010765
03010766,images/03010766_ref.png,images/03010766_wide.png,495.97,543.0697,dram,coarse,64.221,0.8629,plus,400.0,40.0,normal,16.025,1199.3,169,1.83,8.84,24.96,stage_prior_periodic,1.323,9.712,31.30694550478892,5.393987901612766,0.0,0.66,6.18,1.03,4.93,physical,3010766
03010767,images/03010767_ref.png,images/03010767_wide.png,160.602,503.7405,dram,resolved,182.724,3.5601,pad,151.98,15.2,normal,10.68,0.0,1,2.91,9.55,14.23,stage_prior,1.099,4.299,54.36865841524923,4.532118760408103,0.0,1.94,4.57,0.16,2.85,physical,3010767
03010768,images/03010768_ref.png,images/03010768_wide.png,448.3011,567.0845,finfet,aliased,27.704,2.7219,pad,126.71,12.67,hard,5.226,0.0,1,3.03,7.07,24.25,stage_prior,1.006,9.38,26.71644425970466,1.8283748764614665,0.0,3.53,5.08,1.25,5.91,physical,3010768
03010769,images/03010769_ref.png,images/03010769_wide.png,477.4633,529.9503,finfet,resolved,169.857,3.3899,plus,331.04,33.1,normal,10.966,0.0,1,2.34,11.38,30.19,stage_prior,1.109,12.096,43.60918743893748,2.908537183312706,0.0,0.37,13.4,0.43,4.39,physical,3010769
03010770,images/03010770_ref.png,images/03010770_wide.png,536.5328,544.3941,dram,aliased,37.268,1.1189,plus,117.59,11.76,hard,7.701,2567.4,49,2.8,10.81,15.27,stage_prior_periodic,1.027,4.9,26.362107171520034,2.180391988367294,0.015,3.67,6.4,0.01,2.51,physical,3010770
03010771,images/03010771_ref.png,images/03010771_wide.png,639.8146,628.0316,finfet,resolved,238.322,1.4717,pad,400.0,40.0,normal,11.193,3400.0,49,2.68,9.79,35.74,stage_prior_periodic,0.904,14.569,45.96848208044531,15.674447971852738,0.0,1.65,1.25,1.35,7.84,physical,3010771
03010772,images/03010772_ref.png,images/03010772_wide.png,526.4503,420.1859,finfet,resolved,281.021,1.1335,pad,400.0,40.0,normal,18.472,2267.6,81,2.31,10.19,21.65,stage_prior_periodic,0.927,8.156,25.589704763412588,5.43825323357774,3.639,2.33,12.27,1.26,2.59,physical,3010772
03010773,images/03010773_ref.png,images/03010773_wide.png,601.3479,631.516,dram,coarse,44.855,4.503,plus,400.0,40.0,normal,15.863,0.0,1,3.11,11.37,25.22,stage_prior,0.953,9.829,56.863497656570885,13.814448443135191,3.015,1.29,9.79,1.26,6.05,physical,3010773
03010774,images/03010774_ref.png,images/03010774_wide.png,532.4622,389.8146,finfet,resolved,267.117,2.3008,plus,370.89,37.09,normal,17.083,0.0,1,3.24,12.49,21.71,stage_prior,1.425,8.183,55.12255279594731,7.957701396211319,0.736,3.77,2.81,1.46,5.13,physical,3010774
03010775,images/03010775_ref.png,images/03010775_wide.png,465.2071,680.0858,finfet,resolved,183.412,3.0994,plus,89.07,8.91,below_floor,2.133,0.0,1,2.58,7.35,41.76,stage_prior,0.984,17.214,58.33386820171263,8.907425473845533,0.0,0.94,6.23,0.91,6.52,physical,3010775
03010776,images/03010776_ref.png,images/03010776_wide.png,435.7099,456.418,dram,resolved,100.414,4.8883,pad,286.52,28.65,normal,8.688,1474.9,121,3.17,11.2,32.98,stage_prior_periodic,0.94,13.344,39.997343126631925,10.277653399725637,0.154,3.24,10.26,0.64,3.77,physical,3010776
03010777,images/03010777_ref.png,images/03010777_wide.png,447.1892,479.1218,dram,resolved,90.905,1.7954,plus,400.0,40.0,normal,9.776,0.0,1,2.25,9.71,40.92,stage_prior,1.45,16.848,27.572022610193525,1.8974184873855668,0.0,2.4,2.08,0.23,1.36,physical,3010777
03010778,images/03010778_ref.png,images/03010778_wide.png,351.3591,576.0587,dram,coarse,43.244,0.3175,plus,400.0,40.0,normal,11.339,0.0,1,2.77,10.76,35.28,stage_prior,1.097,14.365,33.41494321001285,9.413687352237622,0.841,1.96,8.28,1.46,5.62,physical,3010778
03010779,images/03010779_ref.png,images/03010779_wide.png,601.6163,425.5134,dram,aliased,29.255,4.4972,pad,240.4,24.04,hard,7.864,0.0,1,2.4,10.64,30.57,stage_prior,1.558,12.267,42.28111287371782,4.1580535368280245,0.0,0.36,7.02,0.22,3.32,physical,3010779
03010780,images/03010780_ref.png,images/03010780_wide.png,575.4683,520.9496,dram,aliased,26.745,2.3892,plus,279.1,27.91,normal,10.005,0.0,1,3.86,11.79,27.9,stage_prior,1.368,11.058,43.55117489878103,15.655264474478521,0.87,2.96,13.13,0.94,6.39,physical,3010780
03010781,images/03010781_ref.png,images/03010781_wide.png,707.0502,305.2147,finfet,resolved,223.633,2.7058,plus,400.0,40.0,normal,11.254,0.0,1,2.49,7.09,35.54,stage_prior,1.461,14.483,57.14755123767402,4.829043451851287,3.616,0.48,10.07,1.06,6.12,physical,3010781
03010782,images/03010782_ref.png,images/03010782_wide.png,774.6706,133.0944,finfet,resolved,145.022,3.1213,plus,54.77,5.48,below_floor,1.476,0.0,1,1.95,11.82,37.09,stage_prior,1.187,15.168,35.110031780037616,5.223590450504739,2.901,1.31,6.92,0.86,3.3,physical,3010782
03010783,images/03010783_ref.png,images/03010783_wide.png,365.0115,550.4644,dram,coarse,44.019,1.5765,pad,181.84,18.18,normal,9.039,0.0,1,3.17,11.83,20.12,stage_prior,1.549,7.412,56.97634666499332,9.058111421001733,0.0,0.02,0.46,1.29,5.6,physical,3010783
03010784,images/03010784_ref.png,images/03010784_wide.png,519.3885,523.9066,dram,aliased,24.64,3.7722,plus,293.77,29.38,normal,9.269,0.0,1,1.87,9.72,31.69,stage_prior,0.859,12.77,48.96867335328366,4.255171320416223,0.0,2.82,6.9,0.99,1.5,physical,3010784
03010785,images/03010785_ref.png,images/03010785_wide.png,588.8893,447.5351,dram,resolved,247.355,0.5862,pad,350.05,35.0,normal,19.964,2431.7,49,2.08,7.6,17.53,stage_prior_periodic,1.0,6.116,49.681567843691624,6.648142220424347,0.0,2.86,11.64,0.02,6.85,physical,3010785
03010786,images/03010786_ref.png,images/03010786_wide.png,505.5899,499.6803,dram,resolved,171.767,3.5528,plus,208.7,20.87,normal,14.703,2667.1,49,3.16,8.57,14.19,stage_prior_periodic,0.927,4.277,27.95487558456246,1.9023630390413184,1.713,0.26,2.85,0.38,6.4,physical,3010786
03010787,images/03010787_ref.png,images/03010787_wide.png,458.1317,534.1013,finfet,resolved,179.257,1.3732,plus,30.0,3.0,below_floor,1.113,1316.0,169,2.25,10.02,26.96,stage_prior_periodic,1.173,10.633,51.53194592396704,5.306839466455179,0.0,0.42,1.79,1.12,4.83,physical,3010787
03010788,images/03010788_ref.png,images/03010788_wide.png,537.219,441.8271,dram,resolved,167.955,1.2337,plus,400.0,40.0,normal,11.711,2393.5,49,2.74,10.29,34.16,stage_prior_periodic,1.436,13.869,41.071591515532205,6.737297023913905,0.0,3.83,6.09,0.01,1.99,physical,3010788
03010789,images/03010789_ref.png,images/03010789_wide.png,523.2451,699.9666,finfet,resolved,108.986,3.8234,pad,233.31,23.33,normal,14.539,0.0,1,3.37,11.47,16.05,stage_prior,1.208,5.329,50.09626985621829,4.038424610934055,3.625,2.46,6.54,0.51,7.61,physical,3010789
03010790,images/03010790_ref.png,images/03010790_wide.png,510.2236,532.8156,finfet,resolved,107.441,1.2984,pad,400.0,40.0,normal,10.254,0.0,1,3.0,10.85,39.01,stage_prior,1.472,16.011,28.480110778284775,2.9037495970596883,3.501,1.86,12.54,0.2,6.91,physical,3010790
03010791,images/03010791_ref.png,images/03010791_wide.png,648.5199,538.5254,finfet,coarse,44.265,4.052,pad,400.0,40.0,normal,9.143,0.0,1,3.02,9.9,43.75,stage_prior,1.313,18.086,34.396610428218374,10.539499159167997,3.338,1.25,13.49,1.12,2.54,physical,3010791
03010792,images/03010792_ref.png,images/03010792_wide.png,538.486,274.0557,finfet,aliased,27.704,0.6597,plus,119.0,11.9,hard,7.086,0.0,1,3.22,7.8,16.79,stage_prior,1.511,5.729,26.909499217421534,1.9712739492139593,0.0,2.08,9.4,0.24,7.66,physical,3010792
03010793,images/03010793_ref.png,images/03010793_wide.png,516.0717,552.6341,finfet,coarse,49.477,0.3752,pad,30.0,3.0,below_floor,1.226,1397.7,169,3.79,10.71,24.47,stage_prior_periodic,1.57,9.485,53.67596252316136,8.426194617526109,1.771,1.6,9.88,1.48,3.94,physical,3010793
03010794,images/03010794_ref.png,images/03010794_wide.png,468.4276,576.2287,finfet,resolved,272.444,0.0537,plus,267.67,26.77,normal,17.366,0.0,1,3.14,11.65,15.41,stage_prior,1.486,4.98,36.39278853904858,13.569156170357102,1.367,3.71,12.24,1.26,5.87,physical,3010794
03010795,images/03010795_ref.png,images/03010795_wide.png,409.7798,442.6385,dram,coarse,44.044,4.6234,pad,290.32,29.03,hard,6.935,0.0,1,3.28,12.91,41.86,stage_prior,1.286,17.262,53.72620379181795,4.041685426203886,0.0,2.27,10.85,0.25,5.83,physical,3010795
03010796,images/03010796_ref.png,images/03010796_wide.png,317.4899,562.8194,finfet,resolved,75.782,2.7446,pad,400.0,40.0,normal,9.719,0.0,1,3.88,10.28,41.15,stage_prior,1.018,16.952,33.45936718905055,4.129729158928141,0.0,2.25,13.71,0.75,2.01,physical,3010796
03010797,images/03010797_ref.png,images/03010797_wide.png,507.0443,437.036,finfet,resolved,250.629,4.7312,pad,400.0,40.0,normal,11.766,1638.4,121,2.68,11.65,34.0,stage_prior_periodic,1.057,13.797,59.12899739364111,4.0882871010653945,3.66,1.8,6.25,0.1,2.85,physical,3010797
03010798,images/03010798_ref.png,images/03010798_wide.png,479.4221,503.9425,dram,resolved,100.51,2.0103,pad,400.0,40.0,normal,12.037,2279.3,81,3.25,12.36,33.23,stage_prior_periodic,1.3,13.456,53.11584948003417,4.403972560222397,0.0,2.01,1.2,0.5,5.67,physical,3010798
03010799,images/03010799_ref.png,images/03010799_wide.png,613.8958,471.9204,finfet,resolved,161.917,0.19,pad,388.52,38.85,normal,8.547,3804.7,25,2.84,9.12,45.46,stage_prior_periodic,1.286,18.83,49.512606135785916,4.20016594943538,0.562,2.58,1.03,0.66,5.8,physical,3010799
03010800,images/03010800_ref.png,images/03010800_wide.png,571.8472,538.1385,dram,resolved,275.793,3.6259,plus,36.59,3.66,below_floor,2.077,3876.0,25,2.05,7.11,17.62,stage_prior_periodic,1.142,6.158,53.69855425665334,6.393501748828444,0.0,2.23,8.7,0.66,7.34,physical,3010800
03010801,images/03010801_ref.png,images/03010801_wide.png,575.8621,519.409,finfet,resolved,199.676,2.7721,pad,349.47,34.95,normal,10.756,3613.4,25,2.19,7.76,32.49,stage_prior_periodic,1.583,13.126,40.516539986213296,5.846455796968255,1.366,0.34,0.51,1.02,2.51,physical,3010801
03010802,images/03010802_ref.png,images/03010802_wide.png,530.7714,456.7175,dram,aliased,26.561,0.4759,pad,400.0,40.0,normal,9.744,3687.8,25,3.51,8.24,41.05,stage_prior_periodic,1.175,16.906,38.998422839097586,5.358556828337557,2.124,1.11,9.46,0.09,7.92,physical,3010802
03010803,images/03010803_ref.png,images/03010803_wide.png,430.6524,260.4095,finfet,resolved,280.424,0.0097,plus,236.91,23.69,hard,6.1,0.0,1,2.75,10.31,38.84,stage_prior,1.272,15.937,29.138900338584847,2.872590523064956,0.0,2.24,0.34,0.99,4.41,physical,3010803
03010804,images/03010804_ref.png,images/03010804_wide.png,521.3114,539.0289,finfet,coarse,49.398,0.046,plus,381.44,38.14,normal,8.871,0.0,1,2.54,11.02,43.0,stage_prior,1.198,17.757,36.57799077699762,4.208873624044773,2.796,2.15,6.45,0.1,0.47,physical,3010804
03010805,images/03010805_ref.png,images/03010805_wide.png,611.1053,753.9842,dram,coarse,55.404,0.3977,pad,400.0,40.0,normal,8.347,0.0,1,3.82,10.28,47.92,stage_prior,1.532,19.9,27.654876350144207,7.377882678797639,0.0,3.47,12.94,0.81,6.42,physical,3010805
03010806,images/03010806_ref.png,images/03010806_wide.png,647.6682,562.6597,finfet,aliased,27.089,1.9343,pad,225.19,22.52,hard,6.209,0.0,1,3.6,8.71,36.27,stage_prior,1.372,14.804,30.991097296979824,3.4539547079837836,0.0,1.0,13.58,0.1,0.28,physical,3010806
03010807,images/03010807_ref.png,images/03010807_wide.png,529.578,479.76,dram,resolved,258.631,0.5872,pad,318.09,31.81,normal,8.56,2879.8,49,3.4,7.5,37.16,stage_prior_periodic,1.175,15.198,48.587909211115786,3.742657927712667,0.0,0.82,12.4,1.07,2.83,physical,3010807
03010808,images/03010808_ref.png,images/03010808_wide.png,493.3692,493.1282,dram,resolved,160.753,0.0748,plus,52.86,5.29,below_floor,1.538,0.0,1,2.26,12.95,34.38,stage_prior,1.126,13.968,31.35381756885967,2.9402807231745767,0.0,2.4,11.92,0.95,4.6,physical,3010808
03010809,images/03010809_ref.png,images/03010809_wide.png,539.5948,505.4376,dram,coarse,69.518,3.1027,pad,400.0,40.0,normal,11.896,1677.5,121,2.5,11.86,33.62,stage_prior_periodic,1.34,13.632,51.30989542020809,3.447455421872495,1.946,2.74,8.47,0.71,4.14,physical,3010809
03010810,images/03010810_ref.png,images/03010810_wide.png,463.7397,527.5157,finfet,resolved,219.394,2.4207,pad,400.0,40.0,normal,11.299,2786.3,49,2.88,10.77,35.4,stage_prior_periodic,1.469,14.42,48.4926897885617,16.891484303907536,1.066,0.53,12.07,0.34,5.48,physical,3010810
03010811,images/03010811_ref.png,images/03010811_wide.png,449.6634,576.1187,dram,resolved,278.847,4.7902,pad,204.35,20.43,hard,5.518,3170.0,49,3.17,8.48,37.03,stage_prior_periodic,1.066,15.141,37.53885820614676,3.918870103155715,1.793,3.36,5.98,0.44,0.87,physical,3010811
03010812,images/03010812_ref.png,images/03010812_wide.png,597.9499,488.7672,finfet,coarse,42.62,3.8033,plus,180.23,18.02,normal,11.95,0.0,1,1.9,12.95,15.08,stage_prior,0.836,4.794,44.901837140416276,4.727570165947239,0.026,3.73,3.65,0.53,1.73,physical,3010812
03010813,images/03010813_ref.png,images/03010813_wide.png,338.6237,499.6222,finfet,resolved,289.94,4.5353,pad,400.0,40.0,normal,10.094,0.0,1,1.88,12.68,39.63,stage_prior,0.849,16.282,48.80263862776103,3.095316354175212,0.0,1.28,2.62,0.89,0.89,physical,3010813
03010814,images/03010814_ref.png,images/03010814_wide.png,624.1684,387.0371,finfet,coarse,58.23,2.0003,plus,89.05,8.9,hard,5.687,0.0,1,2.68,8.78,15.66,stage_prior,0.982,5.117,34.737996738875104,2.7543714930562846,0.0,3.1,7.03,0.82,3.84,physical,3010814
03010815,images/03010815_ref.png,images/03010815_wide.png,537.6042,501.0908,finfet,coarse,68.43,2.3907,pad,369.78,36.98,normal,10.972,0.0,1,2.4,8.34,33.7,stage_prior,0.955,13.667,43.980162974789266,3.011524084317702,1.325,2.82,2.93,0.59,5.77,physical,3010815
03010816,images/03010816_ref.png,images/03010816_wide.png,279.9135,550.883,finfet,resolved,137.39,4.7835,plus,40.26,4.03,below_floor,1.366,0.0,1,2.41,8.53,29.47,uniform,1.582,11.771,52.441315199114754,6.385681684988404,1.843,3.09,2.04,0.9,3.07,physical,3010816
03010817,images/03010817_ref.png,images/03010817_wide.png,477.5928,408.7853,finfet,resolved,314.332,3.8787,plus,400.0,40.0,normal,12.6,0.0,1,3.73,7.91,31.75,stage_prior,1.056,12.794,53.66641146881966,11.800769067478223,2.562,3.5,4.79,1.19,6.18,physical,3010817
03010818,images/03010818_ref.png,images/03010818_wide.png,458.4225,530.724,dram,resolved,233.896,2.7688,pad,400.0,40.0,normal,9.743,1303.0,169,3.53,9.02,41.05,stage_prior_periodic,1.304,16.907,27.390093750730337,1.8759113528977205,1.352,2.32,13.33,1.35,3.44,physical,3010818
03010819,images/03010819_ref.png,images/03010819_wide.png,513.3349,549.1656,dram,resolved,134.318,3.0475,plus,373.83,37.38,normal,16.881,0.0,1,2.44,12.47,22.15,uniform,1.234,8.39,33.18761499315319,3.2081432358802715,0.0,0.53,13.91,0.34,5.76,physical,3010819
